minuto,fase_orbital,temp_painel,tensao_bateria,corrente_carga,temp_interna,roda_reacao,rotulo
41,2.8623399732707,33.21841241422278,28.131281173614312,3.4530763922958205,26.517537235163353,3006.845660641965,0
42,2.9321531433504737,28.357761525866128,28.35866195152784,3.79719131089517,26.795441028561033,2953.281153959745,0
43,3.0019663134302466,26.61103152780304,28.159063921602623,3.3355390639087115,24.692406189832415,3000.6486489158183,0
44,3.07177948351002,23.314070032196742,28.257967986995155,3.356047867009869,27.235417443939525,3027.475366487822,0
45,3.141592653589793,20.328032895093525,27.89383918307801,3.2742831696765697,24.466485127203136,3020.120828822142,0
46,3.211405823669566,18.168101848436667,27.6759510224044,1.703592104112763,24.221471765652012,2972.804514873903,0
47,3.2812189937493397,14.072603779959074,27.82788837844546,2.061400724725099,23.146222714654243,2997.7173886817,0
48,3.3510321638291125,11.662344257808684,27.94489887426133,2.040580666214642,22.773214949884917,2975.359731918529,0
49,3.420845333908886,7.697687592468383,27.69337649351201,2.2565523705670705,24.092980471777278,3066.566463315856,0
50,3.490658503988659,5.042772648379887,27.55962535813327,2.208281801545386,24.71832498558276,3035.7949591454444,0
51,3.560471674068432,2.643783400346819,27.381363975660427,2.4794233429063617,22.03240013830078,2979.026605256014,0
52,3.6302848441482056,-3.3119540551485893,27.70029909465905,1.985225446491781,22.345698633270153,2953.2612136457988,0
53,3.7000980142279785,-4.325873715030169,27.209656493687437,1.9478940872407586,21.825301335137087,3011.1126032892503,0
54,3.7699111843077517,-7.15589533460048,27.185848558604796,1.739954730973328,22.032395574253137,2980.287304411309,0
55,3.839724354387525,-9.883759208259278,27.314159997788757,2.139315633495265,22.59394400647574,2983.2677334518958,0
56,3.9095375244672983,-11.672340047494908,26.888006851966185,2.023706848289268,21.628277527370063,2954.5914346575823,0
57,3.979350694547071,-11.199105179631136,27.299414809234328,2.1302532610021365,19.820836744528165,2959.5436510191303,0
58,4.049163864626845,-16.759230585842356,27.148016062804537,1.77217515615232,20.044730139318776,3006.506806102421,0
59,4.118977034706617,-15.854273233089643,27.140039573705618,2.07032083780534,19.745700926817072,2989.324862086319,0
60,4.1887902047863905,-21.49544782772343,27.04448706725112,2.0410399235907883,18.862151355786764,3099.8605754408277,0
61,4.258603374866164,-20.94805962844117,26.897278616822543,2.0278070079787374,17.651653141571767,3023.7701373067125,0
62,4.328416544945937,-21.47914385784792,26.727907067996544,1.863346818361895,17.556472537423566,2953.9321927435194,0
63,4.39822971502571,-21.91820973624299,26.83772086426207,2.2378649297106796,18.799642270102737,2938.5745502793156,0
64,4.468042885105484,-22.59646781273056,26.68935968170591,2.4100615157956025,18.58785995170635,3015.926855546324,0
65,4.537856055185257,-23.126328032749473,26.891153992896808,1.7779311947404768,17.14795366961456,2984.125316210919,0
66,4.60766922526503,-25.27657289994496,26.927590700140286,2.1440887959185915,17.2728755672973,3053.258997980186,0
67,4.677482395344803,-25.66611490485616,27.022252302256817,1.4244299697319223,17.79591354325445,3011.2745535383974,0
68,4.747295565424577,-23.685623393973575,26.856496153660014,2.133721989896492,15.27390686852075,2920.6991876122265,0
69,4.817108735504349,-25.040441778894724,26.945260029047347,1.625969076691649,16.105585929759382,2959.223028063299,0
70,4.886921905584122,-26.22987837055625,26.77365898580083,1.8950065304201484,17.92928821340475,2972.9887177597147,0
71,4.956735075663896,-25.36323850342507,26.763903557767577,1.7373950676491499,16.434457306835117,3017.6814775347298,0
72,5.026548245743669,-24.17672166228433,26.929782964068337,1.9568777010101208,15.199939614003881,2957.88990280605,0
73,5.096361415823442,-20.97753233942479,26.82940844361232,2.1677587396735656,16.134167733375644,3006.112703758343,0
74,5.1661745859032155,-20.232093479356667,26.96182501276515,1.6285373472545954,16.823554644289025,2946.5540071515034,0
75,5.235987755982989,-17.93541513919809,26.801590687058358,1.9281040620968721,13.964444279232772,3000.247416759138,0
76,5.305800926062761,-17.947569734481693,26.872910760562505,1.8973262462367886,16.16718699921483,3014.8010393779286,0
77,5.375614096142535,-15.222674375687408,27.14969849082468,2.316209736774375,15.781818374206736,3058.4604126943186,0
78,5.445427266222308,-12.503131555531754,27.24122972073804,2.086352201570057,14.848586051961375,3009.8230169442068,0
79,5.515240436302081,-11.72364648023525,27.0185615301042,1.7645565773453153,16.33860214248747,2967.3306030299686,0
80,5.585053606381854,-8.240279579558166,27.329247014952117,1.90574112419392,16.30265301260859,3059.7202034783263,0
81,5.654866776461628,-7.443225264761278,27.21474734629374,2.3112208476771063,16.558566823343668,2992.672878551688,0
82,5.7246799465414,-4.390947660341867,27.3665726593502,2.1428730633548048,16.49164857922678,3030.9426707240577,0
83,5.794493116621174,-1.6988271663625796,27.649175787025527,1.8163533075189155,16.17108386601672,2975.484169153194,0
84,5.8643062867009474,-0.09690840679456558,27.63303911341248,1.9465858923233823,16.066625683232136,3003.6311303956963,0
85,5.934119456780721,5.339552271523285,27.70895662621253,1.9529781703183704,16.94346672113711,2967.949282616882,0
86,6.003932626860493,6.892215477930924,27.955553726788146,1.892403614568839,18.47091403214852,3012.890398213968,0
87,6.073745796940266,10.662715091292338,27.64492406986122,1.657957568735662,18.278004547435263,3032.1531238065445,0
88,6.14355896702004,14.458330445155898,27.68511103259904,1.8644756569220062,18.363287204208326,2980.208028979018,0
89,6.213372137099814,17.5307554455593,27.80797389097276,2.277839861173075,17.931336998593924,2977.959683224533,0
90,0.0,20.998077663459178,27.961824841989007,1.9237711025877648,18.824314822091416,3014.2727287385583,0
91,0.06981317007977318,22.9913130917215,27.730525176349165,3.479349273907816,20.08748234377858,2966.9993612008084,0
92,0.13962634015954636,25.627842075136716,28.135893485647557,3.5281051293707146,20.288083515595137,2939.282252506581,0
93,0.20943951023931953,29.23644877043957,28.167808419197073,3.943628278942425,19.899305307933396,3014.1278567360496,0
94,0.2792526803190927,29.872679360827917,28.44832879209007,3.5017749542833925,18.597125062160274,2995.6921129352027,0
95,0.3490658503988659,33.22023774102046,28.463287078842306,3.7187890707167024,20.557951532401777,2994.845624342377,0
96,0.41887902047863906,36.3190995198794,28.39797947752556,3.3803639655897606,21.127652158964032,3020.8428165832497,0
97,0.4886921905584123,39.63035008396286,28.651860002147505,3.448120147899502,21.20646983906965,3026.4300140972164,0
98,0.5585053606381855,44.44602823057938,28.74439257605341,3.502510544622057,22.020291314920883,2993.5599243365123,0
99,0.6283185307179586,45.0921177701212,28.590060434282254,3.3451734116301233,23.421040178236446,2955.0932237884017,0
100,0.6981317007977318,48.35819860483518,28.697391493316484,3.4592564438794087,23.151190402772965,2974.4565278731543,0
101,0.767944870877505,53.208469117333976,28.4997855664861,3.677610187162654,24.380258045339158,3023.3985572186157,0
102,0.8377580409572781,52.907121189890596,28.72817479441748,3.339927087781623,22.781538162170914,3005.4561065377993,0
103,0.9075712110370514,56.566757265003126,28.834242470264527,3.500017806192728,24.134232722884974,2978.0096253697006,0
104,0.9773843811168246,55.90626424496206,29.005970013556954,3.6417467103311867,23.20552765870071,2968.624540566595,0
105,1.0471975511965976,58.662986833498294,28.897423082637356,3.335106790237451,24.780514115409662,3024.712912410237,0
106,1.117010721276371,59.020699001096645,29.001535057501634,3.7190827585229913,24.63507198739271,2991.133903777518,0
107,1.1868238913561442,61.21472384165459,28.928821023242755,3.5145766959422646,26.829508754468723,3030.1086711508856,0
108,1.2566370614359172,64.058005439468,29.166934904333875,3.466975487332142,26.446649455315445,3035.1734318975423,0
109,1.3264502315156903,61.07232704763132,29.22821206071893,3.098370438839957,27.2250500414257,2987.4864099885926,0
110,1.3962634015954636,64.96798435086815,29.242124105877625,3.4252775115973053,26.342514178295747,3037.985899393444,0
111,1.4660765716752369,65.11008869507071,29.19528044422772,3.5743184832290607,26.120194270257453,3005.536390178477,0
112,1.53588974175501,64.08136228231412,28.968108042947705,3.8490690037604933,26.320647118178513,3010.7103295033617,0
113,1.605702911834783,62.80350043427662,29.106275942838987,3.6135778308223228,27.575029458469295,2912.4500361955215,0
114,1.6755160819145563,64.8616795531431,29.132330273594157,3.72524324635567,28.985461320924276,2961.1631480670617,0
115,1.7453292519943295,63.522109821953656,29.12127500667656,3.258179085275612,28.01491472539776,2963.332225444902,0
116,1.8151424220741028,64.0123219994519,29.17560205422967,3.474635500869409,27.505174682697472,2987.253811103857,0
117,1.8849555921538759,62.83032145156708,29.355099025409835,3.7441492884657728,27.745670834132103,3004.574040306151,0
118,1.9547687622336491,64.12594179248681,29.234435057382832,3.3224532899200154,27.93461783608189,3006.210013001639,0
119,2.0245819323134224,60.086698642252976,28.930425188581694,3.6930445257946207,29.614907877668124,3011.42987787165,0
120,2.0943951023931953,57.43589693136694,29.140990915835822,3.6466635729200667,28.985216223572266,2972.602216349353,0
121,2.1642082724729685,57.57560421741135,29.090890442215912,3.554944729689964,28.181808857858336,3027.6545185509935,0
122,2.234021442552742,55.790478938260144,28.82470278338533,3.434259474972805,28.00803555636416,3072.3715377420635,0
123,2.303834612632515,55.48029850934339,29.01910367896819,3.302740969085513,28.077298159184966,2985.867004502035,0
124,2.3736477827122884,52.51229353952674,28.809533549159006,3.855075858820663,28.122360197043236,2973.453273302654,0
125,2.443460952792061,49.460749024618536,28.559852108121678,3.6263725035448062,27.257604439602574,2972.586727043565,0
126,2.5132741228718345,48.64529068999064,28.77362271144654,3.5681232249350896,26.746897816996913,3003.4187130612195,0
127,2.5830872929516078,42.063222309009944,28.668447390622024,3.41743005035955,28.055519133021296,2978.96947561548,0
128,2.6529004630313806,40.16659302624048,28.529214230965195,3.5075743259179957,27.029432276877557,2930.7868634766714,0
129,2.722713633111154,36.91328502630273,28.48246600894347,3.5329434539940068,27.528514398541244,2941.729925101933,0
130,2.792526803190927,34.80619174492145,28.302561350157532,3.5799751369467145,27.820908325664348,3002.960483240917,1
131,2.8623399732707,30.338651790430525,28.422284402549966,3.646868057694387,26.63297944639198,2976.3396400692263,1
132,2.9321531433504737,30.308752507020774,28.242976433804973,3.343505694828982,26.19529047120219,3011.7138561717593,1
133,3.0019663134302466,25.929455497554798,28.19197504774431,3.2066806069025993,28.141568516648054,3012.1353556634845,1
134,3.07177948351002,20.93283187673166,28.13727905715728,3.5168561702546994,25.40246458477274,2963.9197800372535,1
135,3.141592653589793,18.476631378188696,27.826812157836052,3.1505565325350475,24.00411578534814,3056.1989051374576,1
136,3.211405823669566,17.331229452689676,27.782149778224742,1.9352678010012725,24.277263517169605,3127.0167550846813,1
137,3.2812189937493397,14.994400308638623,27.50150060990549,1.8981620339776475,25.35709126378969,3007.191387213267,1
138,3.3510321638291125,13.639070250738522,27.835217309792252,2.0983496384403337,22.6836017160244,2991.0807551017842,1
139,3.420845333908886,11.96711268724604,27.487403669457585,2.3965194070972617,22.711785533343104,3234.3895140102436,1
140,3.490658503988659,5.230707700258905,27.60946128449355,1.6110818752192877,23.78731180824377,2876.696195760167,1
141,3.560471674068432,0.21254388154121195,27.567564262049974,2.45483700606368,22.26889571293703,2712.4785176921964,1
142,3.6302848441482056,-4.324289746462053,27.526987050490806,1.9533849681761948,21.979648781186942,2816.2641021952068,1
143,3.7000980142279785,-3.444799696978463,27.183494345844746,2.069561736434516,22.507866314671862,3121.17647571902,1
144,3.7699111843077517,-7.669747996126776,27.28488345452793,1.7170335684752567,20.65874298379656,3016.421119288672,1
145,3.839724354387525,-9.548478326163792,27.479196931494315,2.199374314045264,19.644090473644173,2784.3667006976584,1
146,3.9095375244672983,-12.177771869244594,27.42355715744685,2.0082945072703446,19.300390016294767,2880.734444652748,1
147,3.979350694547071,-13.652703476107309,27.256324673531168,1.9877065177623425,20.47718852404046,2712.8234734626126,1
148,4.049163864626845,-13.861513566121028,27.10501106649476,1.6125229770194092,19.829021705815702,2755.1470553510926,1
149,4.118977034706617,-17.07111791380885,26.854388954607142,2.0147593627694853,18.689201441999828,3352.8396318263462,1
150,4.1887902047863905,-19.209095425857758,27.06856275926733,2.169165664763315,17.95119056407515,3025.244362317576,1
151,4.258603374866164,-21.999212712701226,26.897743960128974,1.9527442729033622,18.31194354825006,3417.955132189188,1
152,4.328416544945937,-24.235297872561965,26.971458615810782,2.2348398691288303,19.08870734127436,2829.528361176787,1
153,4.39822971502571,-23.5270050968919,26.763805662217997,2.2265790343782723,17.21246578629596,3103.8788595555357,1
154,4.468042885105484,-23.743981508647323,26.809705161542816,1.8717809234518303,17.05666633748666,3046.168599937947,1
155,4.537856055185257,-21.664454015179537,26.842852800396813,2.3190227717594785,16.361590307608804,3288.0482631318273,1
156,4.60766922526503,-24.558073509362973,26.84351543928215,2.0090589928650164,16.770100940767495,2945.1366230014473,0
157,4.677482395344803,-23.49847794932472,26.87478941474612,2.0099490501575663,17.108565678764,2983.874387910176,0
158,4.747295565424577,-25.721530613668033,26.71385175989835,2.0197962445205464,18.32945729178186,3045.137852269039,0
159,4.817108735504349,-26.530900941197842,26.60508105774154,2.013863150188225,16.636893084686417,2991.5555314098997,0
160,4.886921905584122,-25.764024028897925,27.06194845237032,1.4739733286682983,16.27204862402902,2988.5759187251497,0
161,4.956735075663896,-24.75114677922348,27.20903325382231,1.9628987203620558,16.885360418660568,2989.3867153373394,0
162,5.026548245743669,-19.604838634629168,26.925845287126172,1.7272107056675092,16.660284923230826,3004.6860709938896,0
163,5.096361415823442,-22.955353474342015,26.688780560310338,2.3252671404431355,15.578213247023326,3043.4433536767697,0
164,5.1661745859032155,-19.187998277858,26.80546787691457,2.31721659834424,17.848054229218462,3036.9692607329284,0
165,5.235987755982989,-20.32553393743028,27.037137150816317,2.1703876664911177,15.982163947260476,3000.4582896599586,0
166,5.305800926062761,-15.909331245665527,27.206322254686143,1.9523065125322223,16.215258601746594,3043.695542699632,0
167,5.375614096142535,-14.883057463143684,26.872453500490657,1.7983970126792603,16.520828887709634,3013.6717185331895,0
168,5.445427266222308,-13.676473992969894,27.089576286299792,1.868483799744879,16.438882447201294,3034.3648067128333,0
169,5.515240436302081,-11.320770459858043,27.1957997651158,2.3885283812852065,17.493378473482895,2958.86522103628,0
170,5.585053606381854,-9.907623979038368,27.358341636069035,1.861560522696008,15.939910206712975,3069.5421093373225,0
171,5.654866776461628,-5.78122805093818,27.243117533088977,1.5288809291227872,17.20454482418394,3008.808522165817,0
172,5.7246799465414,-4.52884211100543,27.129524679221866,2.206033101697079,16.901911831730576,2890.0676261072877,0
173,5.794493116621174,-2.964628971015958,27.529813758574864,2.300100622723579,17.77433246366765,3066.3810869387744,0
174,5.8643062867009474,-0.22005529989043504,27.680635423084723,2.3318431374333044,17.05847959013611,3000.2021972484263,0
175,5.934119456780721,4.8679754269280915,27.577187108747424,2.2076696008498655,17.21568638843431,2984.180241553944,0
176,6.003932626860493,9.964955872850663,27.730021186715565,2.2403039354469563,18.369171130828477,2975.772677392512,0
177,6.073745796940266,10.883961333560963,27.67933228660463,2.0105868148107082,18.37794291812585,3017.5800747413746,0
178,6.14355896702004,13.559252967632212,27.706126359639036,1.5847408753016674,17.762390425905384,2964.4644432425084,0
179,6.213372137099814,17.2896978909182,28.070256083589133,2.0055762083000026,19.839641346982525,2976.923741493171,0
180,0.0,21.959002612560237,28.05812437717217,2.1243145544838833,19.709454268461553,2977.8848758475324,0
181,0.06981317007977318,23.46811507053142,28.15726305840323,3.47294598868675,19.438392944695966,2988.3101182519104,0
182,0.13962634015954636,25.64639869695234,28.39232499335127,3.463832776252077,19.50967161622185,2979.3916700107256,0
183,0.20943951023931953,31.015459151889,28.091267678833525,3.3071763921963355,20.572369121250436,3034.1125652661945,0
184,0.2792526803190927,33.04681566945738,28.247960886756484,3.299652251345595,21.21463496255594,3010.842492191908,0
185,0.3490658503988659,37.69454043764908,28.434114174316004,3.867629702953214,19.82256957735438,3015.721469533771,0
186,0.41887902047863906,38.57800059424387,28.403436986026776,3.8748692739760284,21.81435251107081,3024.4240885406916,0
187,0.4886921905584123,39.28951677778433,28.68083635563394,3.4994705737507794,22.454198351162688,2996.276229193372,0
188,0.5585053606381855,41.79412809162572,28.607793233944246,3.556304721018585,20.468873061458428,2959.187626835047,0
189,0.6283185307179586,48.926728251508166,28.55646238162639,3.303828388592596,22.924751802676504,3072.2068991750753,0
190,0.6981317007977318,51.510941017069214,28.781210882901995,3.628514969987891,23.73671487265464,3037.1013861851766,0
191,0.767944870877505,50.99034785073098,28.859140860171813,3.85192983432284,24.053203858426844,3064.5130805574236,0
192,0.8377580409572781,52.86673616477876,29.031976100007324,3.194153844011061,24.6301945145119,3041.381536838458,0
193,0.9075712110370514,57.652650350665795,29.00458403980018,3.592776659940479,24.116230695634332,2981.5851438453806,0
194,0.9773843811168246,55.64612224191165,29.064017045770026,3.607804448529008,23.924820199636347,2906.080882466845,0
195,1.0471975511965976,57.629052641866004,29.087274237142413,3.6055213029778517,23.681980673866825,2950.83614297889,0
196,1.117010721276371,61.410722275496084,29.05031947736521,3.8285635335696937,26.345376544085294,3025.4608818683296,0
197,1.1868238913561442,61.13136577121605,29.005187758213456,3.9072036424342307,26.36695888276149,2995.93008322654,0
198,1.2566370614359172,62.7898604332018,29.18459357230309,3.4533032644254673,27.053670995303413,2983.20600564337,0
199,1.3264502315156903,63.41814333463307,29.11438615664865,3.6346347344312715,25.833073357875975,2900.177859933946,0
200,1.3962634015954636,64.82271070874776,29.435242696680803,3.516846741145212,27.329061576614382,2999.4749094302288,0
201,1.4660765716752369,66.86470808354288,29.394753618657912,3.3735769414120607,25.733823986385328,2956.7288579899077,0
202,1.53588974175501,65.10846457621193,29.294194862275656,3.554162831376203,26.466302666841415,2971.024696769363,0
203,1.605702911834783,65.93849540577459,29.256039033316863,3.6342999057000496,27.46345980705888,3034.0041638758853,0
204,1.6755160819145563,61.67822714002577,29.18023241679475,3.543385737083397,28.067898229430675,2958.8343218366394,0
205,1.7453292519943295,64.24327128265418,28.99260074391258,3.3237637581027766,29.028218850098988,2962.652427785072,0
206,1.8151424220741028,62.39846227698053,29.1319290380329,3.4072878720288644,27.612937613808814,3007.4232130964047,0
207,1.8849555921538759,60.96932364264647,29.156477824564973,3.4088185159650686,27.20408774080212,3034.8944836645323,0
208,1.9547687622336491,60.40604490511231,29.147039096646843,3.331511209013859,27.225938999218183,2983.8917641837284,0
209,2.0245819323134224,59.94454692241129,29.148983310611374,3.5627079163211337,27.44331707350616,3058.6886162009164,0
210,2.0943951023931953,60.34499698383376,29.17743001422298,3.5836224192586155,29.775150808084458,2948.853232882994,0
211,2.1642082724729685,55.31710168836753,28.89102197631212,3.6959035201774393,28.57934051944561,2941.8377759756636,0
212,2.234021442552742,55.50643115119412,28.843151563246714,3.3284755303678737,28.81027546240924,2938.42856006859,0
213,2.303834612632515,52.71526299648237,29.109402292534348,3.384504262754241,27.64662697714515,2933.912649423583,0
214,2.3736477827122884,50.76811702911193,28.94923728292977,3.8109138903862476,27.72562071569778,3013.4619586064046,0
215,2.443460952792061,50.42957917385118,28.712729490303847,3.467100827185416,28.147574406749868,2960.888427224433,0
216,2.5132741228718345,47.257509508667184,28.68926062740813,3.506026205850327,27.01752197027347,2943.5923054460313,0
217,2.5830872929516078,45.85246405165834,28.620496025078612,3.4649792557208703,26.996696615340063,3015.1918678054244,0
218,2.6529004630313806,40.89446180649025,28.56810199368528,3.7266061637443286,26.472082639408896,3032.9579698876287,0
219,2.722713633111154,37.25923502090497,28.558986435526755,3.734361736143006,26.411537890083576,3042.034335876616,0
220,2.792526803190927,35.05511822433435,28.790673083905777,3.7226416201177694,26.54316421664585,3035.011378586791,0
221,2.8623399732707,32.76742619867182,28.359228311154798,3.5053135222715097,25.559119558181163,2963.2758613582964,0
222,2.9321531433504737,29.620886124479735,28.3488837515451,3.3255128045021998,26.137234870849642,3011.043638577988,0
223,3.0019663134302466,24.63620743485291,27.914036215223557,3.8850426155518507,25.809039528675296,3019.874863095697,0
224,3.07177948351002,23.27477599092746,28.010972769576124,3.6712617953911035,25.09344956786394,2981.004670196436,0
225,3.141592653589793,20.342342495208364,28.18432225040749,3.408668203721522,24.214585347174484,3006.590084156189,0
226,3.211405823669566,20.637169737815263,27.97663954021054,2.2847637693888823,24.586214142068684,2949.9352708015326,0
227,3.2812189937493397,16.552477373719555,27.174625091118195,1.892878216948181,23.711819844031822,2974.895992956232,0
228,3.3510321638291125,9.364108887362612,27.85160945136612,2.282140680637731,23.756210929933264,3014.871492223523,0
229,3.420845333908886,7.165243945911282,27.956959832213915,2.295656917876898,24.192255190588238,3060.301706173888,0
230,3.490658503988659,2.413930547589406,27.29018969009123,1.8157034456637888,21.899818269785733,3046.0575845328735,0
231,3.560471674068432,0.8107905406437785,27.73982417965587,2.116351660604192,24.224981296462158,3026.4343391093726,0
232,3.6302848441482056,-0.6528128199795789,27.02084078006304,2.156438140792266,22.009826537337947,3003.188001550991,0
233,3.7000980142279785,-2.0375864591618664,27.504796724678165,2.5229818399172665,21.978639477692095,2996.9907794809874,0
234,3.7699111843077517,-7.5439621097767,27.293360403347197,1.8515397764732286,20.62999985212626,2942.096001844494,0
235,3.839724354387525,-9.90666209599596,26.87615918608946,2.286508655398766,21.73274167449514,2966.5797386444196,0
236,3.9095375244672983,-14.480560215262864,27.23333062953517,2.003469203606711,20.31099761742426,2967.8858058162523,0
237,3.979350694547071,-13.685516027300093,27.280852171799935,1.7517271632838862,19.696469521473425,3022.990372621626,0
238,4.049163864626845,-17.05410553009184,27.10897014624517,1.9760025660331426,19.161304013730607,3037.797910859433,0
239,4.118977034706617,-18.100849906025974,27.09287905849289,2.0004929522199415,19.028461031991938,3029.4629367810585,0
240,4.1887902047863905,-20.286434337551107,26.89901809860781,1.7882219613769421,19.212901719083185,3047.3066575227917,0
241,4.258603374866164,-20.587125914841344,26.642238681157846,2.062434723770306,18.666650600873613,3002.890302061059,0
242,4.328416544945937,-24.359866042540375,26.991158977870416,2.191561851099716,18.163605725785764,2960.6827926962446,0
243,4.39822971502571,-24.998111101368394,27.12119526836276,2.0476401308124026,17.31198301499951,2998.00268414603,0
244,4.468042885105484,-20.469437014377394,27.005082256602925,1.8916311821240246,16.971474775908728,2971.0065163827007,0
245,4.537856055185257,-26.247482757460407,26.520049321945148,1.9703055863186067,16.945308135422124,3026.314399670244,0
246,4.60766922526503,-26.398663659254265,26.57933956447643,1.9990913286413097,17.432251821777804,2985.636503876104,0
247,4.677482395344803,-22.217216923377336,26.673835846307483,2.0434643254962097,17.367910386807058,2996.058735310622,0
248,4.747295565424577,-20.614986461998697,26.561784689885062,2.2219661524480063,17.274957323665806,3027.7448891868435,0
249,4.817108735504349,-26.510835234810315,26.813202213491476,2.054387950677218,16.46149435959942,2970.356228416337,0
250,4.886921905584122,-24.86872232073141,26.87724306716243,1.719460674274058,16.621840660952895,3038.55906343289,0
251,4.956735075663896,-23.150974356009083,26.62110713598245,1.8875357856022617,16.060250569966133,2946.0961459216155,0
252,5.026548245743669,-20.204496766673525,26.975301449337145,2.0332042101793273,14.709474089023935,3012.262038717553,0
253,5.096361415823442,-23.20355907314779,26.97754496612286,2.224824896990823,15.867600466885154,2996.3640401070957,0
254,5.1661745859032155,-20.81364885237568,26.839223275714446,2.2595692883073104,15.7061448701882,3033.093671856959,0
255,5.235987755982989,-17.805136806207123,26.934891217561074,2.354937068317491,15.170434465552397,2945.0250415254404,0
256,5.305800926062761,-16.654541653276965,26.712684736585995,2.026122879515861,15.572243004859715,2938.7683550883517,0
